policy_id,gender,living_status,age,safty_rating,high_education_ind
policy_54323,M,rent,63,89,TRUE
policy_54323,F,rent,60,73,TRUE
policy_54327,F,rent,34,56,TRUE
policy_54328,F,own,60,45,TRUE
policy_54328,F,dependent,17,46,FALSE
policy_54330,F,own,43,75,FALSE
policy_54330,F,own,73,73,TRUE
policy_54330,F,dependent,17,76,FALSE
policy_54332,M,rent,27,83,FALSE
policy_54332,M,rent,53,24,FALSE
policy_54332,M,dependent,20,51,FALSE
policy_54332,M,dependent,20,61,FALSE
policy_54333,M,own,54,67,TRUE
policy_54333,F,own,34,73,TRUE
policy_54333,F,dependent,18,62,FALSE
policy_54333,M,dependent,17,61,FALSE
policy_54333,M,dependent,21,78,TRUE
policy_54335,F,own,52,83,TRUE
policy_54335,F,dependent,18,76,FALSE
policy_54335,F,dependent,21,68,TRUE
policy_54340,M,rent,54,94,TRUE
policy_54340,F,rent,58,48,TRUE
policy_54340,F,dependent,18,51,FALSE
policy_54340,F,dependent,18,71,FALSE
policy_54340,M,dependent,17,61,FALSE
policy_54344,M,own,42,75,FALSE
policy_54344,F,dependent,17,48,FALSE
policy_54344,M,dependent,17,68,FALSE
policy_54350,M,own,70,64,FALSE
policy_54350,F,own,40,75,TRUE
policy_54350,F,dependent,18,56,FALSE
policy_54352,M,rent,45,80,TRUE
policy_54352,F,rent,46,88,FALSE
policy_54353,M,rent,45,74,TRUE
policy_54353,M,rent,50,83,TRUE
policy_54353,M,dependent,17,50,FALSE
policy_54353,M,dependent,19,68,FALSE
policy_54353,F,dependent,17,73,FALSE
policy_54354,F,own,56,90,TRUE
policy_54354,F,own,79,54,FALSE
policy_54354,M,dependent,16,75,FALSE
policy_54356,M,rent,66,84,FALSE
policy_54356,F,rent,68,86,FALSE
policy_54356,F,dependent,19,46,FALSE
policy_54356,M,dependent,18,50,FALSE
policy_54357,M,rent,36,72,FALSE
policy_54359,F,rent,61,56,TRUE
policy_54359,F,rent,32,77,TRUE
policy_54362,M,rent,76,81,FALSE
policy_54363,F,own,53,86,TRUE
policy_54365,M,rent,59,92,TRUE
policy_54365,F,rent,44,58,TRUE
policy_54366,M,rent,49,86,FALSE
policy_54366,M,rent,47,91,TRUE
policy_54367,M,own,57,67,TRUE
policy_54368,M,rent,52,46,FALSE
policy_54368,M,rent,62,93,TRUE
policy_54368,M,dependent,21,61,TRUE
policy_54368,M,dependent,16,86,FALSE
policy_54368,F,dependent,17,79,FALSE
policy_54370,F,own,34,76,FALSE
policy_54370,F,own,79,86,FALSE
policy_54371,M,rent,47,43,FALSE
policy_54372,M,rent,39,80,FALSE
policy_54376,M,rent,53,72,TRUE
policy_54377,M,dependent,17,21,FALSE
policy_54379,F,own,46,73,FALSE
policy_54380,M,own,55,79,FALSE
policy_54381,M,own,58,67,TRUE
policy_54381,F,dependent,18,76,FALSE
policy_54384,F,own,41,81,FALSE
policy_54384,M,own,53,85,TRUE
policy_54385,F,rent,68,78,FALSE
policy_54385,M,dependent,19,65,FALSE
policy_54388,M,own,54,83,TRUE
policy_54388,F,dependent,17,57,FALSE
policy_54388,M,dependent,16,68,FALSE
policy_54388,F,dependent,19,17,FALSE
policy_54389,M,rent,50,78,TRUE
policy_54389,F,rent,42,88,TRUE
policy_54390,M,own,69,84,TRUE
policy_54390,M,dependent,18,77,FALSE
policy_54393,M,rent,57,87,TRUE
policy_54394,M,own,67,90,TRUE
policy_54394,F,own,43,59,FALSE
policy_54394,F,dependent,17,70,FALSE
policy_54395,F,rent,57,93,TRUE
policy_54398,M,own,57,77,TRUE
policy_54398,F,dependent,17,58,FALSE
policy_54398,M,dependent,17,83,FALSE
policy_54400,M,own,40,72,TRUE
policy_54400,F,own,54,80,TRUE
policy_54400,M,dependent,19,50,FALSE
policy_54405,F,rent,60,92,TRUE
policy_54406,F,rent,45,86,TRUE
policy_54406,M,rent,48,86,TRUE
policy_54406,F,dependent,18,55,FALSE
policy_54408,M,rent,36,70,TRUE
policy_54408,M,dependent,20,84,FALSE
policy_54408,M,dependent,18,83,FALSE
policy_54408,M,dependent,20,46,FALSE
policy_54411,F,own,45,NA,FALSE
policy_54411,M,own,56,91,FALSE
policy_54412,F,rent,63,91,TRUE
policy_54412,F,dependent,19,82,FALSE
policy_54412,M,dependent,20,58,FALSE
policy_54415,M,rent,59,76,FALSE
policy_54417,M,rent,34,76,FALSE
policy_54417,M,rent,56,69,TRUE
policy_54418,M,rent,36,81,FALSE
policy_54418,F,rent,37,79,TRUE
policy_54420,M,own,63,74,TRUE
policy_54425,F,rent,39,71,TRUE
policy_54427,F,rent,65,61,TRUE
policy_54427,M,rent,51,68,FALSE
policy_54427,F,dependent,16,71,FALSE
policy_54432,M,rent,52,72,TRUE
policy_54439,M,rent,58,68,FALSE
policy_54439,F,rent,74,60,TRUE
policy_54443,F,rent,71,73,FALSE
policy_54443,M,rent,54,67,FALSE
policy_54445,F,own,42,60,FALSE
policy_54445,F,own,47,69,FALSE
policy_54448,M,rent,55,31,TRUE
policy_54448,M,rent,55,71,TRUE
policy_54448,M,dependent,20,65,FALSE
policy_54448,F,dependent,17,63,FALSE
policy_54448,M,dependent,17,67,FALSE
policy_54450,F,rent,70,10,FALSE
policy_54450,F,rent,61,74,FALSE
policy_54450,F,dependent,18,69,FALSE
policy_54451,M,rent,40,84,TRUE
policy_54451,M,dependent,16,80,FALSE
policy_54456,F,rent,66,84,TRUE
policy_54458,M,dependent,19,21,FALSE
policy_54459,M,rent,36,86,TRUE
policy_54459,F,rent,33,84,FALSE
policy_54465,F,own,32,83,FALSE
policy_54467,F,own,46,84,FALSE
policy_54467,F,own,56,88,TRUE
policy_54469,M,own,73,79,FALSE
policy_54469,F,own,53,77,TRUE
policy_54471,M,rent,54,57,TRUE
policy_54471,M,rent,51,88,FALSE
policy_54472,M,own,73,65,FALSE
policy_54472,F,dependent,17,67,FALSE
policy_54473,F,rent,42,75,TRUE
policy_54474,F,own,48,68,FALSE
policy_54474,F,own,43,80,TRUE
policy_54474,F,dependent,21,70,TRUE
policy_54474,F,dependent,16,71,FALSE
policy_54474,M,dependent,17,60,FALSE
policy_54475,M,rent,62,79,TRUE
policy_54475,F,rent,30,95,TRUE
policy_54476,M,rent,51,86,TRUE
policy_54478,M,own,42,58,TRUE
policy_54478,F,own,60,83,TRUE
policy_54478,F,dependent,19,76,FALSE
policy_54479,M,own,44,92,TRUE
policy_54479,F,own,49,59,TRUE
policy_54479,F,dependent,21,64,FALSE
policy_54482,M,own,54,68,TRUE
policy_54483,M,rent,35,80,FALSE
policy_54483,M,rent,64,79,TRUE
policy_54483,F,dependent,17,83,FALSE
policy_54485,M,rent,34,87,FALSE
policy_54485,F,dependent,18,83,FALSE
policy_54485,F,dependent,17,47,FALSE
policy_54485,M,dependent,16,61,FALSE
policy_54487,M,own,63,84,TRUE
policy_54489,F,rent,47,86,TRUE
policy_54489,F,dependent,21,82,FALSE
policy_54491,M,own,56,72,FALSE
policy_54491,F,dependent,19,71,FALSE
policy_54491,F,dependent,17,31,FALSE
policy_54493,F,own,35,80,TRUE
policy_54493,F,own,28,70,TRUE
policy_54493,M,dependent,19,80,FALSE
policy_54493,F,dependent,18,66,FALSE
policy_54493,M,dependent,17,90,FALSE
policy_54500,F,rent,40,84,TRUE
policy_54500,M,dependent,16,42,FALSE
policy_54501,M,own,53,69,TRUE
policy_54501,F,own,36,84,TRUE
policy_54502,F,own,44,88,TRUE
policy_54502,M,dependent,18,88,FALSE
policy_54503,M,own,34,58,TRUE
policy_54503,F,dependent,18,-3,FALSE
policy_54503,F,dependent,17,45,FALSE
policy_54507,M,own,53,79,TRUE
policy_54507,F,own,59,78,TRUE
policy_54507,F,dependent,17,56,FALSE
policy_54512,F,own,40,72,TRUE
policy_54512,M,own,59,74,FALSE
policy_54512,F,dependent,17,65,FALSE
policy_54512,M,dependent,17,70,FALSE
policy_54515,F,own,51,77,FALSE
policy_54515,M,dependent,21,17,FALSE
policy_54515,F,dependent,18,61,FALSE
policy_54515,F,dependent,19,57,FALSE
policy_54517,M,own,46,86,FALSE
policy_54517,F,own,35,80,FALSE
policy_54517,F,dependent,18,76,FALSE
policy_54519,M,rent,62,67,TRUE
policy_54523,M,rent,48,81,TRUE
policy_54523,M,rent,52,67,FALSE
policy_54525,M,own,45,91,TRUE
policy_54526,F,own,42,95,TRUE
policy_54528,F,own,48,84,FALSE
policy_54528,F,own,46,81,FALSE
policy_54529,M,dependent,17,63,FALSE
policy_54530,M,own,47,93,TRUE
policy_54530,F,own,39,66,FALSE
policy_54530,F,dependent,18,70,FALSE
policy_54532,M,rent,49,92,FALSE
policy_54533,M,rent,48,46,TRUE
policy_54533,F,rent,28,76,TRUE
policy_54533,M,dependent,21,67,FALSE
policy_54536,M,own,38,80,TRUE
policy_54536,F,dependent,17,77,FALSE
policy_54536,F,dependent,18,51,FALSE
policy_54537,M,own,59,80,FALSE
policy_54537,F,own,34,79,TRUE
policy_54537,M,dependent,17,72,FALSE
policy_54537,F,dependent,17,65,FALSE
policy_54543,F,own,33,82,TRUE
policy_54543,M,own,54,69,TRUE
policy_54546,F,own,43,64,TRUE
policy_54549,F,rent,56,79,FALSE
policy_54555,F,own,54,76,TRUE
policy_54556,F,rent,46,70,TRUE
policy_54558,F,own,61,79,TRUE
policy_54558,M,own,33,75,TRUE
policy_54559,F,own,45,83,FALSE
policy_54559,F,own,35,87,TRUE
policy_54560,M,rent,53,80,FALSE
policy_54561,M,own,44,96,FALSE
policy_54561,F,own,41,91,TRUE
policy_54562,M,own,60,80,TRUE
policy_54562,F,dependent,17,74,FALSE
policy_54562,F,dependent,18,80,FALSE
policy_54563,M,rent,58,90,FALSE
policy_54565,M,own,29,98,TRUE
policy_54565,F,own,41,87,FALSE
policy_54570,F,rent,54,70,FALSE
policy_54570,F,dependent,17,63,FALSE
policy_54570,F,dependent,20,69,FALSE
policy_54575,F,rent,59,85,TRUE
policy_54575,F,rent,40,55,TRUE
policy_54577,F,own,55,75,TRUE
policy_54578,F,rent,61,68,TRUE
policy_54582,M,rent,49,82,TRUE
policy_54582,F,dependent,19,82,FALSE
policy_54586,M,own,45,95,FALSE
policy_54586,M,own,33,66,TRUE
policy_54586,M,dependent,19,67,FALSE
policy_54586,F,dependent,18,78,FALSE
policy_54586,F,dependent,18,-1,FALSE
policy_54586,M,dependent,16,63,FALSE
policy_54587,F,rent,51,35,TRUE
policy_54590,F,rent,43,89,TRUE
policy_54590,F,dependent,17,75,FALSE
policy_54594,M,own,31,88,TRUE
policy_54594,F,own,35,68,TRUE
policy_54597,M,rent,50,75,TRUE
policy_54597,M,rent,50,95,TRUE
policy_54599,M,rent,39,93,FALSE
policy_54599,F,rent,43,83,TRUE
policy_54599,M,dependent,18,86,FALSE
policy_54600,F,dependent,17,37,FALSE
policy_54603,M,own,73,80,FALSE
policy_54605,F,own,29,60,TRUE
policy_54605,F,dependent,17,59,FALSE
policy_54610,M,dependent,19,82,FALSE
policy_54613,F,own,43,68,FALSE
policy_54613,F,own,37,68,FALSE
policy_54617,F,rent,66,62,TRUE
policy_54621,M,own,43,87,FALSE
policy_54621,F,dependent,17,81,FALSE
policy_54621,F,dependent,20,44,FALSE
policy_54621,M,dependent,18,84,FALSE
policy_54623,F,rent,43,68,TRUE
policy_54623,F,dependent,17,78,FALSE
policy_54623,M,dependent,17,71,FALSE
policy_54625,M,rent,47,89,TRUE
policy_54626,M,own,31,86,TRUE
policy_54626,M,own,54,87,FALSE
policy_54626,M,dependent,21,38,FALSE
policy_54626,F,dependent,16,64,FALSE
policy_54626,F,dependent,19,74,FALSE
policy_54627,F,rent,53,82,TRUE
policy_54629,F,own,78,11,TRUE
policy_54629,F,dependent,21,68,FALSE
policy_54629,F,dependent,17,72,FALSE
policy_54630,M,rent,61,64,TRUE
policy_54637,F,own,57,75,FALSE
policy_54638,F,rent,52,88,FALSE
policy_54638,M,rent,49,46,TRUE
policy_54638,F,dependent,18,85,FALSE
policy_54638,F,dependent,17,78,FALSE
policy_54639,M,rent,55,80,TRUE
policy_54639,F,dependent,18,40,FALSE
policy_54642,F,rent,42,59,TRUE
policy_54642,M,dependent,17,73,FALSE
policy_54642,F,dependent,19,65,FALSE
policy_54642,M,dependent,18,52,FALSE
policy_54644,F,rent,51,36,TRUE
policy_54644,F,rent,46,64,FALSE
policy_54648,F,rent,49,87,FALSE
policy_54648,M,dependent,17,77,FALSE
policy_54648,M,dependent,17,27,FALSE
policy_54649,F,rent,40,87,TRUE
policy_54651,M,own,32,89,TRUE
policy_54651,F,own,60,80,FALSE
policy_54652,F,rent,48,79,TRUE
policy_54652,F,dependent,23,79,FALSE
policy_54652,M,dependent,17,74,FALSE
policy_54656,M,own,53,88,TRUE
policy_54656,F,own,57,74,TRUE
policy_54660,F,own,55,42,FALSE
policy_54665,F,own,63,66,FALSE
policy_54667,M,own,39,77,TRUE
policy_54668,M,own,56,83,FALSE
policy_54668,F,own,50,71,FALSE
policy_54669,M,rent,50,85,TRUE
policy_54669,M,rent,49,78,TRUE
policy_54669,F,dependent,18,53,FALSE
policy_54671,M,own,34,80,TRUE
policy_54671,F,own,49,94,TRUE
policy_54672,M,own,71,60,TRUE
policy_54672,F,own,43,77,TRUE
policy_54676,M,own,60,88,FALSE
policy_54677,F,own,46,89,FALSE
policy_54677,F,own,35,78,TRUE
policy_54677,F,dependent,17,79,FALSE
policy_54682,F,rent,63,73,TRUE
policy_54683,F,own,42,83,TRUE
policy_54683,M,own,43,79,TRUE
policy_54683,M,dependent,19,75,FALSE
policy_54684,F,own,68,42,TRUE
policy_54684,F,own,53,87,TRUE
policy_54686,M,own,45,84,TRUE
policy_54688,M,rent,50,73,FALSE
policy_54688,F,dependent,17,62,FALSE
policy_54688,M,dependent,18,40,FALSE
policy_54693,F,rent,77,89,TRUE
policy_54693,F,rent,47,74,TRUE
policy_54697,M,own,53,88,FALSE
policy_54697,F,own,61,80,TRUE
policy_54698,M,rent,53,66,TRUE
policy_54698,F,dependent,17,75,FALSE
policy_54699,M,own,44,69,FALSE
policy_54699,F,dependent,19,34,FALSE
policy_54702,M,rent,38,80,TRUE
policy_54702,F,rent,51,84,FALSE
policy_54702,F,dependent,16,60,FALSE
policy_54712,F,own,39,73,TRUE
policy_54712,F,dependent,17,64,FALSE
policy_54712,F,dependent,20,79,FALSE
policy_54713,M,rent,63,38,TRUE
policy_54713,F,rent,51,80,FALSE
policy_54715,M,own,59,67,TRUE
policy_54715,F,dependent,20,56,FALSE
policy_54716,M,rent,108,87,TRUE
policy_54719,M,rent,50,86,TRUE
policy_54719,F,rent,45,69,TRUE
policy_54719,M,dependent,16,67,FALSE
policy_54719,M,dependent,17,77,FALSE
policy_54720,M,own,45,89,TRUE
policy_54720,F,own,59,63,TRUE
policy_54720,F,dependent,16,45,FALSE
policy_54722,F,own,34,74,TRUE
policy_54723,M,rent,61,83,FALSE
policy_54723,F,rent,44,76,TRUE
policy_54723,F,dependent,21,55,FALSE
policy_54727,M,own,38,95,TRUE
policy_54727,M,own,50,81,FALSE
policy_54727,F,dependent,18,73,FALSE
policy_54728,M,rent,81,90,TRUE
policy_54730,M,rent,63,69,TRUE
policy_54730,F,rent,37,84,FALSE
policy_54730,F,dependent,17,53,FALSE
policy_54731,F,rent,52,74,FALSE
policy_54734,F,own,42,64,TRUE
policy_54735,M,own,34,74,TRUE
policy_54738,M,rent,50,82,FALSE
policy_54738,F,rent,52,81,TRUE
policy_54739,M,own,38,93,TRUE
policy_54740,M,rent,47,89,TRUE
policy_54740,F,rent,60,81,TRUE
policy_54744,M,own,25,79,TRUE
policy_54744,F,own,34,68,FALSE
policy_54744,F,dependent,19,40,FALSE
policy_54744,F,dependent,19,70,FALSE
policy_54746,F,own,26,74,FALSE
policy_54747,F,own,56,98,TRUE
policy_54747,M,own,46,54,TRUE
policy_54748,M,rent,27,47,TRUE
policy_54748,M,dependent,18,45,FALSE
policy_54748,F,dependent,17,70,FALSE
policy_54749,F,rent,53,67,FALSE
policy_54751,F,rent,62,86,TRUE
policy_54751,M,rent,46,41,TRUE
policy_54753,M,own,43,85,TRUE
policy_54756,M,own,49,50,TRUE
policy_54757,F,rent,64,46,TRUE
policy_54758,F,rent,54,76,TRUE
policy_54759,M,rent,74,67,TRUE
policy_54760,M,rent,52,80,FALSE
policy_54761,M,rent,52,78,TRUE
policy_54761,M,dependent,18,61,FALSE
policy_54761,M,dependent,18,81,FALSE
policy_54762,M,rent,40,94,TRUE
policy_54765,M,rent,51,74,TRUE
policy_54765,M,dependent,19,47,FALSE
policy_54766,F,own,42,74,FALSE
policy_54766,F,own,48,74,TRUE
policy_54770,M,own,63,72,FALSE
policy_54770,F,own,44,51,FALSE
policy_54770,F,dependent,19,45,FALSE
policy_54772,M,own,47,60,FALSE
policy_54775,M,rent,66,92,FALSE
policy_54775,M,dependent,16,71,FALSE
policy_54775,F,dependent,20,66,FALSE
policy_54775,M,dependent,18,55,FALSE
policy_54778,F,dependent,17,65,FALSE
policy_54781,M,own,64,57,TRUE
policy_54781,F,own,56,57,FALSE
policy_54782,M,own,55,76,FALSE
policy_54782,M,own,32,81,FALSE
policy_54787,M,own,40,78,TRUE
policy_54789,M,own,48,59,TRUE
policy_54789,M,own,50,66,FALSE
policy_54789,M,dependent,18,58,FALSE
policy_54789,F,dependent,17,80,FALSE
policy_54789,F,dependent,17,70,FALSE
policy_54790,F,own,76,47,FALSE
policy_54796,M,rent,60,77,TRUE
policy_54796,F,rent,87,96,FALSE
policy_54799,M,own,48,76,TRUE
policy_54799,F,dependent,18,68,FALSE
policy_54799,F,dependent,18,75,FALSE
policy_54801,F,own,45,64,FALSE
policy_54802,M,rent,58,89,FALSE
policy_54804,M,dependent,16,68,FALSE
policy_54805,F,rent,45,71,FALSE
policy_54806,M,own,53,81,TRUE
policy_54806,F,own,65,94,TRUE
policy_54807,M,own,47,76,FALSE
policy_54807,F,own,59,69,TRUE
policy_54807,M,dependent,19,53,FALSE
policy_54807,F,dependent,24,63,FALSE
policy_54808,M,own,52,62,FALSE
policy_54810,M,own,37,81,TRUE
policy_54810,F,own,31,66,TRUE
policy_54810,F,dependent,19,83,FALSE
policy_54810,F,dependent,17,45,FALSE
policy_54810,M,dependent,18,53,FALSE
policy_54811,M,own,48,67,TRUE
policy_54812,M,rent,40,75,FALSE
policy_54812,F,rent,62,84,FALSE
policy_54813,F,own,68,20,TRUE
policy_54813,M,dependent,18,49,NA
policy_54813,F,dependent,18,76,FALSE
policy_54818,M,own,40,74,FALSE
policy_54818,F,own,30,89,FALSE
policy_54819,M,own,34,89,FALSE
policy_54819,F,own,39,83,FALSE
policy_54819,M,dependent,17,38,FALSE
policy_54821,M,rent,50,68,TRUE
policy_54823,F,own,46,84,TRUE
policy_54823,F,own,60,54,TRUE
policy_54825,M,rent,45,88,TRUE
policy_54825,M,rent,52,92,NA
policy_54826,F,own,52,71,TRUE
policy_54829,M,own,65,86,TRUE
policy_54829,F,own,40,94,FALSE
policy_54831,F,rent,27,70,TRUE
policy_54832,M,rent,60,82,FALSE
policy_54832,F,rent,40,95,TRUE
policy_54832,F,dependent,18,52,FALSE
policy_54833,M,rent,55,51,TRUE
policy_54834,M,rent,40,68,TRUE
policy_54834,M,rent,41,52,FALSE
policy_54835,M,own,36,76,TRUE
policy_54836,M,own,40,93,TRUE
policy_54836,F,own,58,66,FALSE
policy_54837,M,own,51,48,FALSE
policy_54837,F,own,74,80,FALSE
policy_54841,M,own,28,40,TRUE
policy_54841,F,own,60,80,FALSE
policy_54846,F,own,76,90,TRUE
policy_54847,M,rent,47,62,FALSE
policy_54847,M,rent,69,66,FALSE
policy_54847,F,dependent,16,78,FALSE
policy_54850,M,own,50,62,TRUE
policy_54850,M,own,47,85,FALSE
policy_54850,M,dependent,20,80,FALSE
policy_54851,M,rent,53,88,TRUE
policy_54853,F,rent,53,81,FALSE
policy_54855,M,rent,48,80,TRUE
policy_54855,F,rent,51,95,TRUE
policy_54856,M,rent,61,98,FALSE
policy_54856,F,dependent,16,39,NA
policy_54859,M,rent,48,77,FALSE
policy_54859,M,rent,32,79,TRUE
policy_54860,M,rent,41,91,FALSE
policy_54860,F,dependent,16,90,FALSE
policy_54860,F,dependent,18,60,FALSE
policy_54861,M,own,44,57,TRUE
policy_54863,F,own,45,54,TRUE
policy_54863,F,own,43,66,FALSE
policy_54863,M,dependent,19,35,FALSE
policy_54864,M,rent,53,59,TRUE
policy_54865,F,rent,41,78,TRUE
policy_54867,M,rent,58,85,NA
policy_54868,M,rent,52,83,TRUE
policy_54869,M,rent,47,56,TRUE
policy_54869,M,dependent,17,76,FALSE
policy_54869,F,dependent,18,9,FALSE
policy_54871,M,own,35,73,TRUE
policy_54871,M,own,52,88,FALSE
policy_54871,F,dependent,18,56,FALSE
policy_54872,M,own,54,88,TRUE
policy_54872,M,dependent,19,70,FALSE
policy_54874,M,rent,44,76,TRUE
policy_54874,F,rent,47,79,TRUE
policy_54874,M,dependent,21,67,FALSE
policy_54874,F,dependent,18,56,FALSE
policy_54874,F,dependent,16,63,FALSE
policy_54880,M,own,52,92,TRUE
policy_54880,F,own,65,89,TRUE
policy_54883,F,own,43,67,FALSE
policy_54883,M,own,37,55,FALSE
policy_54883,F,dependent,17,55,FALSE
policy_54883,M,dependent,16,54,FALSE
policy_54886,F,own,36,82,FALSE
policy_54886,F,dependent,17,76,FALSE
policy_54888,F,own,38,74,FALSE
policy_54888,M,dependent,17,42,FALSE
policy_54890,M,own,41,69,FALSE
policy_54890,F,dependent,17,72,FALSE
policy_54892,F,own,86,58,FALSE
policy_54892,F,own,35,98,TRUE
policy_54892,M,dependent,19,65,FALSE
policy_54892,F,dependent,17,23,FALSE
policy_54892,M,dependent,16,61,FALSE
policy_54893,F,rent,51,98,TRUE
policy_54893,F,dependent,17,82,FALSE
policy_54895,F,own,39,84,TRUE
policy_54895,M,own,58,58,FALSE
policy_54896,M,own,51,90,TRUE
policy_54896,M,own,55,68,TRUE
policy_54896,M,dependent,17,51,FALSE
policy_54897,F,own,45,61,TRUE
policy_54897,M,own,63,72,TRUE
policy_54897,F,dependent,21,74,FALSE
policy_54898,F,own,40,89,FALSE
policy_54899,F,rent,63,70,TRUE
policy_54901,F,own,44,78,FALSE
policy_54901,F,dependent,17,64,FALSE
policy_54901,F,dependent,17,82,FALSE
policy_54903,M,dependent,17,72,FALSE
policy_54907,F,own,57,67,TRUE
policy_54912,M,rent,57,72,TRUE
policy_54913,M,rent,54,71,FALSE
policy_54916,F,rent,59,62,TRUE
policy_54916,F,rent,50,61,FALSE
policy_54916,F,dependent,18,46,FALSE
policy_54917,M,rent,52,70,TRUE
policy_54917,F,dependent,18,65,FALSE
policy_54922,M,rent,34,71,TRUE
policy_54922,F,rent,40,87,TRUE
policy_54922,M,dependent,17,63,FALSE
policy_54926,M,rent,35,77,FALSE
policy_54926,F,dependent,21,60,TRUE
policy_54926,F,dependent,17,64,FALSE
policy_54926,F,dependent,19,77,FALSE
policy_54927,M,rent,62,96,TRUE
policy_54928,F,own,42,75,TRUE
policy_54929,F,own,52,88,TRUE
policy_54929,F,own,33,96,FALSE
policy_54930,M,own,37,91,TRUE
policy_54930,F,own,44,83,FALSE
policy_54931,F,own,53,61,FALSE
policy_54931,F,own,47,38,TRUE
policy_54934,F,rent,39,74,FALSE
policy_54935,M,rent,56,42,FALSE
policy_54936,F,own,30,73,TRUE
policy_54936,F,own,67,80,FALSE
policy_54936,M,dependent,17,85,FALSE
policy_54937,F,dependent,17,64,FALSE
policy_54939,F,own,36,83,FALSE
policy_54939,F,own,32,78,TRUE
policy_54939,M,dependent,18,65,FALSE
policy_54941,F,own,51,87,TRUE
policy_54942,M,own,55,70,TRUE
policy_54946,M,own,39,45,TRUE
policy_54946,M,own,43,81,FALSE
policy_54947,M,own,45,83,TRUE
policy_54947,M,own,56,39,TRUE
policy_54947,M,dependent,17,83,FALSE
policy_54947,M,dependent,19,82,FALSE
policy_54949,F,own,46,59,TRUE
policy_54949,M,own,52,62,FALSE
policy_54949,M,dependent,20,58,FALSE
policy_54950,M,rent,51,31,TRUE
policy_54950,M,rent,66,54,FALSE
policy_54953,F,rent,65,85,TRUE
policy_54955,M,own,35,86,TRUE
policy_54955,F,own,63,82,TRUE
policy_54955,F,dependent,21,68,TRUE
policy_54955,F,dependent,17,75,FALSE
policy_54958,M,own,57,70,TRUE
policy_54958,F,own,44,86,FALSE
policy_54958,F,dependent,18,78,FALSE
policy_54958,F,dependent,18,85,FALSE
policy_54960,F,rent,55,79,FALSE
policy_54967,M,own,45,81,FALSE
policy_54967,F,own,54,64,TRUE
policy_54968,F,own,37,69,FALSE
policy_54968,F,dependent,18,64,FALSE
policy_54968,M,dependent,17,64,FALSE
policy_54968,F,dependent,17,59,FALSE
policy_54968,F,dependent,20,48,FALSE
policy_54970,F,own,49,72,TRUE
policy_54970,F,dependent,19,48,FALSE
policy_54971,M,rent,49,87,TRUE
policy_54972,M,own,58,92,FALSE
policy_54972,F,dependent,19,70,FALSE
policy_54972,M,dependent,20,41,FALSE
policy_54973,F,rent,29,79,FALSE
policy_54977,F,own,61,78,TRUE
policy_54977,M,own,37,94,TRUE
policy_54977,M,dependent,21,40,TRUE
policy_54977,F,dependent,17,74,FALSE
policy_54977,F,dependent,19,45,FALSE
policy_54978,M,own,52,49,TRUE
policy_54978,M,own,45,62,FALSE
policy_54979,M,own,47,91,TRUE
policy_54979,F,own,40,84,FALSE
policy_54979,F,dependent,16,69,FALSE
policy_54980,M,own,39,88,FALSE
policy_54982,F,own,42,80,FALSE
policy_54982,F,own,45,82,FALSE
policy_54983,M,rent,75,76,TRUE
policy_54983,F,dependent,19,74,FALSE
policy_54984,F,dependent,19,70,FALSE
policy_54985,M,rent,45,62,TRUE
policy_54987,M,own,63,83,TRUE
policy_54988,M,rent,60,60,FALSE
policy_54988,M,rent,52,87,TRUE
policy_54988,M,dependent,17,70,FALSE
policy_54991,M,rent,51,64,TRUE
policy_54993,F,own,29,88,TRUE
policy_54993,M,own,45,77,FALSE
policy_54993,F,dependent,17,58,FALSE
policy_54994,F,own,44,67,FALSE
policy_54994,F,own,51,60,TRUE
policy_54995,M,dependent,18,78,FALSE
policy_54996,F,rent,43,42,FALSE
policy_54996,F,rent,69,59,TRUE
policy_54999,F,rent,55,47,FALSE
policy_55001,F,own,41,76,TRUE
policy_55001,F,own,48,85,FALSE
policy_55001,F,dependent,19,64,FALSE
policy_55002,M,own,50,68,FALSE
policy_55002,F,dependent,17,72,FALSE
policy_55002,F,dependent,17,89,FALSE
policy_55003,M,rent,53,78,TRUE
policy_55005,M,rent,47,68,TRUE
policy_55010,M,rent,53,92,TRUE
policy_55010,F,rent,58,56,FALSE
policy_55010,M,dependent,19,83,FALSE
policy_55010,M,dependent,18,86,FALSE
policy_55010,M,dependent,17,82,FALSE
policy_55011,M,own,41,80,TRUE
policy_55011,F,dependent,19,69,FALSE
policy_55013,F,own,47,70,TRUE
policy_55019,M,own,46,64,TRUE
policy_55019,F,own,54,85,TRUE
policy_55019,F,dependent,19,71,FALSE
policy_55022,F,rent,37,91,TRUE
policy_55027,M,rent,52,95,TRUE
policy_55027,F,rent,46,81,FALSE
policy_55027,F,dependent,19,53,FALSE
policy_55027,F,dependent,18,68,FALSE
policy_55027,F,dependent,18,66,FALSE
policy_55027,F,dependent,18,55,FALSE
policy_55030,F,own,62,80,TRUE
policy_55030,F,own,45,84,FALSE
policy_55033,M,rent,48,68,TRUE
policy_55033,F,rent,50,82,FALSE
policy_55035,M,own,43,88,TRUE
policy_55036,M,rent,38,87,TRUE
policy_55036,M,rent,38,81,TRUE
policy_55037,M,own,75,91,TRUE
policy_55037,M,dependent,16,58,FALSE
policy_55037,F,dependent,17,45,FALSE
policy_55042,M,own,45,71,TRUE
